ordno,itcode,itunit,itqty,itrte,itamnt,bcamnt,itemdesc,ordte,ccode,refno,clsup,tramnt,name
180267,CONICWDFLATAP06,NOS  ,1.0,10.7,10.7,10.7,"6"" CONICAL FLANGE TAP WITH DAMPER",2018-06-01,02 ,                                                                                                                                                      ,CR00050,240.16,CR Coastal HVAC Supply ( Vendor )                           
180267,CONICWDFLATAP08,NOS  ,11.0,12.73,140.03,140.03,"8"" CONICAL FLANGE TAP WITH DAMPER",2018-06-01,02 ,                                                                                                                                                      ,CR00050,240.16,CR Coastal HVAC Supply ( Vendor )                           
180267,CONICWDFLATAP10,NOS  ,2.0,15.74,31.48,31.48,"10"" CONICAL FLANGE TAP WITH DAMPER",2018-06-01,02 ,                                                                                                                                                      ,CR00050,240.16,CR Coastal HVAC Supply ( Vendor )                           
180268,FGVIBSPEEDCTRL ,NOS  ,1.0,150.0,150.0,150.0,FG VIBRATOR SPEED CONTROL #17333,2018-06-01,02 ,                                                                                                                                                      ,CR00050,150.0,CR Coastal HVAC Supply ( Vendor )                           
180269,GICOIL00000022 ,LBS  ,25000.0,0.605,15125.0,15125.0,GALVANIZED COIL 22 GAGE G90 AS PER ASTM 653,2018-06-01,02 ,                                                                                                                                                      ,CR00118,15125.0,
180270,GICOIL00000028 ,LBS  ,10000.0,0.6195,6195.0,6195.0,GALVANIZED COIL 28 GAGE G30 AS PER ASTM 653,2018-06-01,01 ,                                                                                                                                                      ,CR00118,6195.0,
180274,FLEXMSTER1MR606,NOS  ,7.0,59.77714,418.44,418.44,"6"" FLEXMASTER 1M R6",2018-06-04,02 ,                                                                                                                                                      ,CR00050,418.44,CR Coastal HVAC Supply ( Vendor )                           
180275,FGVIBSPEEDCTRL ,NOS  ,2.0,150.0,300.0,300.0,FG VIBRATOR SPEED CONTROL #17333,2018-06-04,02 ,                                                                                                                                                      ,CR00050,300.0,CR Coastal HVAC Supply ( Vendor )                           
180276,SSSHEETS031618 ,NOS  ,20.0,223.78,4475.6,4475.6,SS sheets 316 18Ga,2018-06-04,02 ,                                                                                                                                                      ,CR00178,4475.6,CR CL ALLOYS                                                
180277,FLEXMSTER1MR616,NOS  ,12.0,130.0,1560.0,1560.0,"16"" FLEXMASTER 1M R6",2018-06-04,02 ,                                                                                                                                                      ,CR00050,2042.64,CR Coastal HVAC Supply ( Vendor )                           
180277,FLEXMSTER1MR614,NOS  ,4.0,120.66,482.64,482.64,"14"" FLEXMASTER 1M R6",2018-06-04,02 ,                                                                                                                                                      ,CR00050,2042.64,CR Coastal HVAC Supply ( Vendor )                           
